sensor_type,device_type,timestamps,rate
heartrate,smartwatch,1454956876828550730,132.000
heartrate,smartwatch,1454956877074549011,130.000
heartrate,smartwatch,1454956877452559218,129.000
heartrate,smartwatch,1454956878457454114,128.000
heartrate,smartwatch,1454956878580542396,129.000
heartrate,smartwatch,1454956879692517448,128.000
heartrate,smartwatch,1454956881053546980,127.000
heartrate,smartwatch,1454956881169549375,128.000
heartrate,smartwatch,1454956881814550468,129.000
heartrate,smartwatch,1454956882442518541,128.000
heartrate,smartwatch,1454956882816574584,126.000
heartrate,smartwatch,1454956883072500156,125.000
heartrate,smartwatch,1454956883197488385,124.000
heartrate,smartwatch,1454956883442446563,123.000
heartrate,smartwatch,1454956883564548750,122.000
heartrate,smartwatch,1454956884081498229,121.000
heartrate,smartwatch,1454956884583546094,120.000
heartrate,smartwatch,1454956885490499740,119.000
heartrate,smartwatch,1454956887744418750,121.000
heartrate,smartwatch,1454956887991545521,122.000
heartrate,smartwatch,1454956888239498698,123.000
heartrate,smartwatch,1454956889832550365,122.000
heartrate,smartwatch,1454956890719451250,121.000
heartrate,smartwatch,1454956891235547083,120.000
heartrate,smartwatch,1454956891621419583,118.000
heartrate,smartwatch,1454956891867550625,117.000
heartrate,smartwatch,1454956891997544584,116.000
heartrate,smartwatch,1454956892122548698,117.000
heartrate,smartwatch,1454956892249496511,116.000
heartrate,smartwatch,1454956892371520156,117.000
heartrate,smartwatch,1454956892620498802,116.000
heartrate,smartwatch,1454956892736725990,117.000
heartrate,smartwatch,1454956892989546354,115.000
heartrate,smartwatch,1454956893358517708,114.000
heartrate,smartwatch,1454956893604498438,115.000
heartrate,smartwatch,1454956893739547552,114.000
heartrate,smartwatch,1454956893883471562,115.000
heartrate,smartwatch,1454956894436574948,114.000
heartrate,smartwatch,1454956894858551667,113.000
heartrate,smartwatch,1454956895276572396,112.000
heartrate,smartwatch,1454956895862438907,111.000
heartrate,smartwatch,1454956897497490312,109.000
heartrate,smartwatch,1454956897870574739,108.000
heartrate,smartwatch,1454956898253576354,107.000
heartrate,smartwatch,1454956898376575625,108.000
heartrate,smartwatch,1454956899009577188,107.000
heartrate,smartwatch,1454956900530545625,108.000
heartrate,smartwatch,1454956900672362448,107.000
heartrate,smartwatch,1454956901450471510,106.000
heartrate,smartwatch,1454956902025421042,105.000
heartrate,smartwatch,1454956902432548750,104.000
heartrate,smartwatch,1454956902824548230,103.000
heartrate,smartwatch,1454956903468552240,102.000
heartrate,smartwatch,1454956903595552031,103.000
heartrate,smartwatch,1454956904848475365,102.000
heartrate,smartwatch,1454956905603547188,101.000
heartrate,smartwatch,1454956907461507135,101.000
heartrate,smartwatch,1454956907581545781,100.000
heartrate,smartwatch,1454956907820550990,101.000
heartrate,smartwatch,1454956908065575938,100.000
heartrate,smartwatch,1454956908856543906,101.000
heartrate,smartwatch,1454956908993462447,100.000
heartrate,smartwatch,1454956909139499948,101.000
heartrate,smartwatch,1454956909709378073,102.000
heartrate,smartwatch,1454956910508576094,103.000
heartrate,smartwatch,1454956911026477708,102.000
heartrate,smartwatch,1454956911148552709,102.000
heartrate,smartwatch,1454956911523573802,101.000
heartrate,smartwatch,1454956911650514427,101.000
heartrate,smartwatch,1454956911902545208,100.000
heartrate,smartwatch,1454956912322446146,99.000
heartrate,smartwatch,1454956912721550052,98.000
heartrate,smartwatch,1454956912862525000,97.000
heartrate,smartwatch,1454956913001482031,97.000
heartrate,smartwatch,1454956913716481146,96.000
heartrate,smartwatch,1454956914261521615,95.000
heartrate,smartwatch,1454956914679470052,96.000
heartrate,smartwatch,1454956915792545052,97.000
heartrate,smartwatch,1454956917289322292,96.000
heartrate,smartwatch,1454956917425466718,97.000
heartrate,smartwatch,1454956921202518177,98.000
heartrate,smartwatch,1454956922592549062,99.000
heartrate,smartwatch,1454956922971546563,100.000
heartrate,smartwatch,1454956923096548698,101.000
heartrate,smartwatch,1454956923983547865,102.000
heartrate,smartwatch,1454956927126493229,102.000
heartrate,smartwatch,1454956927245517240,103.000
heartrate,smartwatch,1454956927614517813,104.000
heartrate,smartwatch,1454956927855545886,105.000
heartrate,smartwatch,1454956928100576354,106.000
heartrate,smartwatch,1454956928494499218,108.000
heartrate,smartwatch,1454956929027437812,109.000
heartrate,smartwatch,1454956929156492812,110.000
heartrate,smartwatch,1454956931002534322,111.000
heartrate,smartwatch,1454956931248609739,112.000
heartrate,smartwatch,1454956931491509740,111.000
heartrate,smartwatch,1454956932092749219,113.000
heartrate,smartwatch,1454956933183709948,114.000
heartrate,smartwatch,1454956935443461354,115.000
heartrate,smartwatch,1454956937872505625,117.000
heartrate,smartwatch,1454956938476548750,116.000
heartrate,smartwatch,1454956938602483541,117.000
heartrate,smartwatch,1454956938726508594,116.000
heartrate,smartwatch,1454956938842517448,117.000
heartrate,smartwatch,1454956939079685469,118.000
heartrate,smartwatch,1454956939206460938,117.000
heartrate,smartwatch,1454956939323503750,118.000
heartrate,smartwatch,1454956940659530990,117.000
heartrate,smartwatch,1454956940778543020,118.000
heartrate,smartwatch,1454956941018646875,117.000
heartrate,smartwatch,1454956941125720833,116.000
heartrate,smartwatch,1454956941366462344,115.000
heartrate,smartwatch,1454956941481512969,113.000
heartrate,smartwatch,1454956941609453958,114.000
heartrate,smartwatch,1454956941729511562,112.000
heartrate,smartwatch,1454956941846541875,109.000
heartrate,smartwatch,1454956942080775260,108.000
heartrate,smartwatch,1454956942192429896,107.000
heartrate,smartwatch,1454956942306485208,106.000
heartrate,smartwatch,1454956943937446771,105.000
heartrate,smartwatch,1454956944832547448,106.000
heartrate,smartwatch,1454956945084495468,107.000
heartrate,smartwatch,1454956945473490990,108.000
heartrate,smartwatch,1454956947437328489,108.000
heartrate,smartwatch,1454956948579560520,109.000
heartrate,smartwatch,1454956948955625000,110.000
heartrate,smartwatch,1454956949222515000,111.000
heartrate,smartwatch,1454956949456520000,112.000
heartrate,smartwatch,1454956949703500469,113.000
heartrate,smartwatch,1454956950842453802,114.000
heartrate,smartwatch,1454956950972500625,113.000
heartrate,smartwatch,1454956951094550521,114.000
heartrate,smartwatch,1454956951344505989,115.000
heartrate,smartwatch,1454956951840573802,114.000
heartrate,smartwatch,1454956952088519792,113.000
heartrate,smartwatch,1454956952689516302,114.000
heartrate,smartwatch,1454956953794545781,113.000
heartrate,smartwatch,1454956954052482032,112.000
heartrate,smartwatch,1454956954174517656,111.000
heartrate,smartwatch,1454956954295548594,112.000
heartrate,smartwatch,1454956954415544843,111.000
heartrate,smartwatch,1454956954661548072,112.000
heartrate,smartwatch,1454956954909548906,113.000
heartrate,smartwatch,1454956955155441145,115.000
heartrate,smartwatch,1454956955416548229,117.000
heartrate,smartwatch,1454956955540575365,118.000
heartrate,smartwatch,1454956955669498073,119.000
heartrate,smartwatch,1454956957660557865,121.000
heartrate,smartwatch,1454956958152495104,122.000
heartrate,smartwatch,1454956958498551146,121.000
heartrate,smartwatch,1454956959449545000,123.000
heartrate,smartwatch,1454956959683550573,125.000
heartrate,smartwatch,1454956959918517240,126.000
heartrate,smartwatch,1454956960039515000,127.000
heartrate,smartwatch,1454956960538546875,126.000
heartrate,smartwatch,1454956960656547136,127.000
heartrate,smartwatch,1454956960896499062,129.000
heartrate,smartwatch,1454956961016573021,128.000
heartrate,smartwatch,1454956961140546875,130.000
heartrate,smartwatch,1454956961264515052,131.000
heartrate,smartwatch,1454956961398381510,132.000
heartrate,smartwatch,1454956961762546094,131.000
heartrate,smartwatch,1454956962017436094,130.000
heartrate,smartwatch,1454956962139544010,131.000
heartrate,smartwatch,1454956962264512344,132.000
heartrate,smartwatch,1454956962512498281,134.000
heartrate,smartwatch,1454956962773548907,135.000
heartrate,smartwatch,1454956963027379843,137.000
heartrate,smartwatch,1454956963271519219,138.000
heartrate,smartwatch,1454956964019552604,139.000
heartrate,smartwatch,1454956964658578855,140.000
heartrate,smartwatch,1454956967564455417,140.000
heartrate,smartwatch,1454956967961516771,141.000
heartrate,smartwatch,1454956968212548594,143.000
heartrate,smartwatch,1454956968458549584,144.000
heartrate,smartwatch,1454956968573519010,145.000
heartrate,smartwatch,1454956968824545573,147.000
heartrate,smartwatch,1454956969096516771,148.000
heartrate,smartwatch,1454956970562520417,147.000
heartrate,smartwatch,1454956970836515573,148.000
heartrate,smartwatch,1454956971088543125,149.000
heartrate,smartwatch,1454956971224444479,150.000
heartrate,smartwatch,1454956971470518021,151.000
heartrate,smartwatch,1454956971749572343,152.000
heartrate,smartwatch,1454956971886495365,151.000
heartrate,smartwatch,1454956972290519688,152.000
heartrate,smartwatch,1454956972726496823,153.000
heartrate,smartwatch,1454956974125463073,152.000
heartrate,smartwatch,1454956974604483959,153.000
heartrate,smartwatch,1454956975194510365,154.000
heartrate,smartwatch,1454956975704464167,155.000
heartrate,smartwatch,1454956975960543386,156.000
heartrate,smartwatch,1454956976327452396,158.000
heartrate,smartwatch,1454956976917424948,157.000
heartrate,smartwatch,1454956980399539062,156.000
heartrate,smartwatch,1454956980632539688,154.000
heartrate,smartwatch,1454956980753501198,155.000
heartrate,smartwatch,1454956980874512865,154.000
heartrate,smartwatch,1454956981233574739,155.000
heartrate,smartwatch,1454956981607549218,154.000
heartrate,smartwatch,1454956981964549636,153.000
heartrate,smartwatch,1454956983445508177,152.000
heartrate,smartwatch,1454956983813573229,151.000
heartrate,smartwatch,1454956984068577552,149.000
heartrate,smartwatch,1454956984316516145,147.000
heartrate,smartwatch,1454956984562550260,146.000
heartrate,smartwatch,1454956984808490834,145.000
heartrate,smartwatch,1454956984932572291,145.000
heartrate,smartwatch,1454956986454422344,145.000
heartrate,smartwatch,1454956987055544948,144.000
heartrate,smartwatch,1454956987170470833,144.000
heartrate,smartwatch,1454956987658462969,145.000
heartrate,smartwatch,1454956987780547552,144.000
heartrate,smartwatch,1454956987894520885,145.000
heartrate,smartwatch,1454956988015517552,144.000
heartrate,smartwatch,1454956988868490468,145.000
heartrate,smartwatch,1454956988985575729,144.000
heartrate,smartwatch,1454956989116546822,145.000
heartrate,smartwatch,1454956991240473646,144.000
heartrate,smartwatch,1454956991919500000,145.000
heartrate,smartwatch,1454956993891575625,146.000
heartrate,smartwatch,1454956996299366823,145.000
heartrate,smartwatch,1454956996665497865,146.000
heartrate,smartwatch,1454956996785567760,145.000
heartrate,smartwatch,1454956996905543437,146.000
heartrate,smartwatch,1454956997733573073,147.000
heartrate,smartwatch,1454956998219519739,148.000
heartrate,smartwatch,1454956998441544948,149.000
heartrate,smartwatch,1454956998915490521,148.000
heartrate,smartwatch,1454957001424572968,147.000
heartrate,smartwatch,1454957002952502552,146.000
heartrate,smartwatch,1454957003333548334,145.000
heartrate,smartwatch,1454957004725519479,144.000
heartrate,smartwatch,1454957007006459792,142.000
heartrate,smartwatch,1454957007129519427,141.000
heartrate,smartwatch,1454957007357545677,139.000
heartrate,smartwatch,1454957007594469844,138.000
heartrate,smartwatch,1454957007706544270,137.000
heartrate,smartwatch,1454957007963422032,136.000
heartrate,smartwatch,1454957008076573907,137.000
heartrate,smartwatch,1454957008195516250,136.000
heartrate,smartwatch,1454957008315537187,135.000
heartrate,smartwatch,1454957008435517031,136.000
heartrate,smartwatch,1454957008555585833,135.000
heartrate,smartwatch,1454957008914538437,134.000
heartrate,smartwatch,1454957009029551355,135.000
heartrate,smartwatch,1454957010115518958,136.000
heartrate,smartwatch,1454957010835575729,137.000
heartrate,smartwatch,1454957011801546198,136.000
heartrate,smartwatch,1454957012161518646,135.000
heartrate,smartwatch,1454957012397462552,134.000
heartrate,smartwatch,1454957012894518437,133.000
heartrate,smartwatch,1454957013292522552,132.000
heartrate,smartwatch,1454957013697471979,131.000
heartrate,smartwatch,1454957016907478125,129.000
heartrate,smartwatch,1454957018779496041,128.000
heartrate,smartwatch,1454957019293501093,129.000
heartrate,smartwatch,1454957019551501042,130.000
heartrate,smartwatch,1454957019674547553,129.000
heartrate,smartwatch,1454957019802545885,130.000
heartrate,smartwatch,1454957019927472916,129.000
heartrate,smartwatch,1454957020056498594,130.000
heartrate,smartwatch,1454957022718548802,131.000
heartrate,smartwatch,1454957022843545885,130.000
heartrate,smartwatch,1454957022970517395,131.000
heartrate,smartwatch,1454957023362547761,130.000
heartrate,smartwatch,1454957023874551458,129.000
heartrate,smartwatch,1454957024650495782,128.000
heartrate,smartwatch,1454957025149574896,127.000
heartrate,smartwatch,1454957025399095156,126.000
heartrate,smartwatch,1454957025939551406,125.000
heartrate,smartwatch,1454957026218600989,125.000
heartrate,smartwatch,1454957027194548229,124.000
heartrate,smartwatch,1454957027561573281,122.000
heartrate,smartwatch,1454957027925575521,121.000
heartrate,smartwatch,1454957028438516094,122.000
heartrate,smartwatch,1454957031831519375,121.000
heartrate,smartwatch,1454957032345498333,120.000
heartrate,smartwatch,1454957032471499323,121.000
heartrate,smartwatch,1454957032593518229,120.000
heartrate,smartwatch,1454957033095471146,119.000
heartrate,smartwatch,1454957033357364271,118.000
heartrate,smartwatch,1454957034625504167,119.000
heartrate,smartwatch,1454957034750545781,118.000
heartrate,smartwatch,1454957034879570937,119.000
heartrate,smartwatch,1454957035135547031,118.000
heartrate,smartwatch,1454957035261513959,119.000
heartrate,smartwatch,1454957035516548906,120.000
heartrate,smartwatch,1454957036900517240,120.000
heartrate,smartwatch,1454957037023518125,119.000
heartrate,smartwatch,1454957037912514583,118.000
heartrate,smartwatch,1454957038039473386,119.000
heartrate,smartwatch,1454957038166517136,118.000
heartrate,smartwatch,1454957039925552292,117.000
heartrate,smartwatch,1454957040087610677,118.000
heartrate,smartwatch,1454957040336498958,119.000
heartrate,smartwatch,1454957040588550677,120.000
heartrate,smartwatch,1454957041642549218,121.000
heartrate,smartwatch,1454957041769497083,120.000
heartrate,smartwatch,1454957041887578021,122.000
heartrate,smartwatch,1454957042014498802,121.000
heartrate,smartwatch,1454957042140551823,123.000
heartrate,smartwatch,1454957044261517239,122.000
heartrate,smartwatch,1454957044378516667,123.000
heartrate,smartwatch,1454957044498518698,122.000
heartrate,smartwatch,1454957044874539635,121.000
heartrate,smartwatch,1454957045361574323,120.000
heartrate,smartwatch,1454957045615575260,119.000
heartrate,smartwatch,1454957046367281666,117.000
heartrate,smartwatch,1454957047000519322,118.000
heartrate,smartwatch,1454957047263419687,117.000
heartrate,smartwatch,1454957047388547292,118.000
heartrate,smartwatch,1454957047513493490,117.000
heartrate,smartwatch,1454957047639549166,116.000
heartrate,smartwatch,1454957047885558646,115.000
heartrate,smartwatch,1454957048012546667,114.000
heartrate,smartwatch,1454957048390542239,112.000
heartrate,smartwatch,1454957048764551458,111.000
heartrate,smartwatch,1454957049235518385,110.000
heartrate,smartwatch,1454957049974518645,109.000
heartrate,smartwatch,1454957050680551302,108.000
heartrate,smartwatch,1454957050797550417,107.000
heartrate,smartwatch,1454957051163519531,106.000
heartrate,smartwatch,1454957051283549011,105.000
heartrate,smartwatch,1454957051516509063,104.000
heartrate,smartwatch,1454957051629573386,102.000
heartrate,smartwatch,1454957051988528489,99.000
heartrate,smartwatch,1454957052240509687,98.000
heartrate,smartwatch,1454957052470574219,93.000
heartrate,smartwatch,1454957052593530937,97.000
heartrate,smartwatch,1454957052830531041,95.000
heartrate,smartwatch,1454957052951510052,92.000
heartrate,smartwatch,1454957053071511406,94.000
heartrate,smartwatch,1454957053187415052,95.000
heartrate,smartwatch,1454957053321377344,94.000
heartrate,smartwatch,1454957053439571823,93.000
heartrate,smartwatch,1454957053796578698,91.000
heartrate,smartwatch,1454957053916546719,90.000
heartrate,smartwatch,1454957054268546250,84.000
heartrate,smartwatch,1454957055473467761,85.000
heartrate,smartwatch,1454957057210536823,79.000
heartrate,smartwatch,1454957057556548333,78.000
heartrate,smartwatch,1454957057670516823,77.000
heartrate,smartwatch,1454957060328576042,76.000
heartrate,smartwatch,1454957061587518698,75.000
heartrate,smartwatch,1454957063984536771,76.000
heartrate,smartwatch,1454957065167543385,77.000
heartrate,smartwatch,1454957067632491563,76.000
heartrate,smartwatch,1454957068110570834,76.000
heartrate,smartwatch,1454957068683571875,74.000
heartrate,smartwatch,1454957069516517760,74.000
heartrate,smartwatch,1454957069868539740,73.000
heartrate,smartwatch,1454957071040551354,72.000
heartrate,smartwatch,1454957072256545781,71.000
heartrate,smartwatch,1454957075835518385,72.000
heartrate,smartwatch,1454957079371348021,73.000
heartrate,smartwatch,1454957082877405365,73.000
heartrate,smartwatch,1454957092503539323,71.000
heartrate,smartwatch,1454957093755573802,71.000
heartrate,smartwatch,1454957094041472083,71.000
heartrate,smartwatch,1454957095238571927,70.000
heartrate,smartwatch,1454957101789547813,65.000
heartrate,smartwatch,1454957103051501198,64.000
heartrate,smartwatch,1454957105089545989,64.000
heartrate,smartwatch,1454957105337461875,64.000
heartrate,smartwatch,1454957108074490989,66.000
heartrate,smartwatch,1454957109333547969,67.000
heartrate,smartwatch,1454957110476498906,67.000
heartrate,smartwatch,1454957110594572709,66.000
heartrate,smartwatch,1454957110855498854,66.000
heartrate,smartwatch,1454957111111498750,66.000
heartrate,smartwatch,1454957111461541094,66.000
heartrate,smartwatch,1454957112107472344,66.000
heartrate,smartwatch,1454957112604544479,66.000
heartrate,smartwatch,1454957114636499323,66.000
heartrate,smartwatch,1454957115136572917,66.000
heartrate,smartwatch,1454957115640546354,68.000
heartrate,smartwatch,1454957118413417553,69.000
heartrate,smartwatch,1454957118660548906,69.000
heartrate,smartwatch,1454957119417381719,71.000
heartrate,smartwatch,1454957121968497552,72.000
heartrate,smartwatch,1454957122477544375,72.000
heartrate,smartwatch,1454957123237484531,74.000
heartrate,smartwatch,1454957124500500886,73.000
heartrate,smartwatch,1454957128305516927,76.000
heartrate,smartwatch,1454957128693490521,76.000
heartrate,smartwatch,1454957129184492084,76.000
heartrate,smartwatch,1454957129553493125,77.000
heartrate,smartwatch,1454957130808490730,77.000
heartrate,smartwatch,1454957131448494948,77.000
heartrate,smartwatch,1454957133341547239,76.000
heartrate,smartwatch,1454957134614547865,75.000
heartrate,smartwatch,1454957135900517344,74.000
heartrate,smartwatch,1454957138580629323,68.000
heartrate,smartwatch,1454957139909498593,66.000
heartrate,smartwatch,1454957141107701094,64.000
heartrate,smartwatch,1454957142316484739,63.000
heartrate,smartwatch,1454957143566425052,62.000
heartrate,smartwatch,1454957144823547813,61.000
heartrate,smartwatch,1454957145336547083,61.000
heartrate,smartwatch,1454957145465545209,61.000
heartrate,smartwatch,1454957147334546041,59.000
heartrate,smartwatch,1454957148592548386,60.000
heartrate,smartwatch,1454957149845444688,62.000
heartrate,smartwatch,1454957152447487760,61.000
heartrate,smartwatch,1454957153719577604,62.000
heartrate,smartwatch,1454957154997384115,63.000
heartrate,smartwatch,1454957156265522187,64.000
heartrate,smartwatch,1454957157500549011,63.000
heartrate,smartwatch,1454957158735436980,63.000
heartrate,smartwatch,1454957158864573646,61.000
heartrate,smartwatch,1454957159154418385,61.000
heartrate,smartwatch,1454957160693549791,61.000
heartrate,smartwatch,1454957161566548958,62.000
heartrate,smartwatch,1454957162331517656,62.000
heartrate,smartwatch,1454957162454570521,62.000
heartrate,smartwatch,1454957162839443490,61.000
heartrate,smartwatch,1454957163600546250,61.000
heartrate,smartwatch,1454957163982495053,61.000
heartrate,smartwatch,1454957164108547396,60.000
heartrate,smartwatch,1454957164620575833,60.000
heartrate,smartwatch,1454957165371444166,61.000
heartrate,smartwatch,1454957168144510313,60.000
heartrate,smartwatch,1454957168402495104,60.000
heartrate,smartwatch,1454957168529546093,60.000
heartrate,smartwatch,1454957168654491198,60.000
heartrate,smartwatch,1454957168905514688,60.000
heartrate,smartwatch,1454957169405571979,61.000
heartrate,smartwatch,1454957170167545313,61.000
heartrate,smartwatch,1454957170667456823,63.000
heartrate,smartwatch,1454957171073481406,63.000
heartrate,smartwatch,1454957171968546406,65.000
heartrate,smartwatch,1454957174814549740,67.000
heartrate,smartwatch,1454957176668511146,68.000
heartrate,smartwatch,1454957176920488489,68.000
heartrate,smartwatch,1454957177420510000,68.000
heartrate,smartwatch,1454957177541395729,68.000
heartrate,smartwatch,1454957178677447448,69.000
heartrate,smartwatch,1454957179946497864,70.000
heartrate,smartwatch,1454957180580439792,70.000
heartrate,smartwatch,1454957181210457500,71.000
heartrate,smartwatch,1454957182585496146,71.000
heartrate,smartwatch,1454957182725397135,71.000
heartrate,smartwatch,1454957182852415729,71.000
heartrate,smartwatch,1454957183227503333,71.000
heartrate,smartwatch,1454957183765552552,72.000
heartrate,smartwatch,1454957185168493490,74.000
heartrate,smartwatch,1454957187890552188,76.000
heartrate,smartwatch,1454957188024539063,76.000
heartrate,smartwatch,1454957188442572084,76.000
heartrate,smartwatch,1454957189279518021,78.000
heartrate,smartwatch,1454957191998522448,76.000
heartrate,smartwatch,1454957195779571406,77.000
heartrate,smartwatch,1454957197004499948,79.000
heartrate,smartwatch,1454957198260499948,78.000
heartrate,smartwatch,1454957199147437083,78.000
heartrate,smartwatch,1454957199518548334,77.000
heartrate,smartwatch,1454957199780477344,77.000
heartrate,smartwatch,1454957200410543021,77.000
heartrate,smartwatch,1454957200779573229,74.000
heartrate,smartwatch,1454957201046478333,74.000
heartrate,smartwatch,1454957201178571198,74.000
heartrate,smartwatch,1454957201306497500,74.000
heartrate,smartwatch,1454957202107468854,72.000
heartrate,smartwatch,1454957202406400573,72.000
heartrate,smartwatch,1454957203116520833,72.000
heartrate,smartwatch,1454957203524547760,70.000
heartrate,smartwatch,1454957204915525937,69.000
heartrate,smartwatch,1454957209286471458,67.000
heartrate,smartwatch,1454957210482471355,67.000
heartrate,smartwatch,1454957212016573334,71.000
heartrate,smartwatch,1454957213282550261,74.000
heartrate,smartwatch,1454957214091526041,74.000
heartrate,smartwatch,1454957214505546718,74.000
heartrate,smartwatch,1454957214647550365,73.000
heartrate,smartwatch,1454957215218468177,73.000
heartrate,smartwatch,1454957220315549219,73.000
heartrate,smartwatch,1454957221798525729,76.000
heartrate,smartwatch,1454957222085402969,76.000
heartrate,smartwatch,1454957223131444219,79.000
heartrate,smartwatch,1454957223256513125,79.000
heartrate,smartwatch,1454957224397550990,78.000
heartrate,smartwatch,1454957229460551094,76.000
heartrate,smartwatch,1454957230732576459,70.000
heartrate,smartwatch,1454957230995419115,70.000
heartrate,smartwatch,1454957231871490729,70.000
heartrate,smartwatch,1454957233267492500,69.000
heartrate,smartwatch,1454957233774544427,69.000
heartrate,smartwatch,1454957234527377761,70.000
heartrate,smartwatch,1454957234651436303,70.000
heartrate,smartwatch,1454957234916509740,70.000
heartrate,smartwatch,1454957235170505104,70.000
heartrate,smartwatch,1454957235796576719,69.000
heartrate,smartwatch,1454957236074682344,69.000
heartrate,smartwatch,1454957236404565677,69.000
heartrate,smartwatch,1454957237111474114,70.000
heartrate,smartwatch,1454957239794576875,71.000
heartrate,smartwatch,1454957242336549843,72.000
heartrate,smartwatch,1454957249940573281,72.000
heartrate,smartwatch,1454957252630471980,73.000
heartrate,smartwatch,1454957254093549532,74.000
heartrate,smartwatch,1454957260836547761,76.000
heartrate,smartwatch,1454957262237391250,76.000
heartrate,smartwatch,1454957263367435625,80.000
heartrate,smartwatch,1454957263629477865,80.000
heartrate,smartwatch,1454957263755545365,80.000
heartrate,smartwatch,1454957264011440208,80.000
heartrate,smartwatch,1454957264630498646,78.000
heartrate,smartwatch,1454957265897571771,79.000
heartrate,smartwatch,1454957267144496510,78.000
heartrate,smartwatch,1454957268392577083,76.000
heartrate,smartwatch,1454957269679546562,73.000
heartrate,smartwatch,1454957272228577761,75.000
heartrate,smartwatch,1454957273444549844,77.000
heartrate,smartwatch,1454957274710472239,78.000
heartrate,smartwatch,1454957277241547812,77.000
heartrate,smartwatch,1454957278446517968,76.000
heartrate,smartwatch,1454957282232573125,75.000
heartrate,smartwatch,1454957283452550417,76.000
heartrate,smartwatch,1454957284695518229,77.000
heartrate,smartwatch,1454957290905518229,77.000
heartrate,smartwatch,1454957293397464479,76.000
heartrate,smartwatch,1454957295852550625,75.000
heartrate,smartwatch,1454957302095551823,74.000
heartrate,smartwatch,1454957303358575729,75.000
heartrate,smartwatch,1454957304621574896,76.000
heartrate,smartwatch,1454957308163549792,72.000
heartrate,smartwatch,1454957308291519375,72.000
heartrate,smartwatch,1454957308787394531,72.000
heartrate,smartwatch,1454957309280548697,72.000
heartrate,smartwatch,1454957309406487136,71.000
heartrate,smartwatch,1454957309528514063,71.000
heartrate,smartwatch,1454957310651519583,70.000
heartrate,smartwatch,1454957313048547552,71.000
heartrate,smartwatch,1454957314250532760,72.000
heartrate,smartwatch,1454957315438510208,73.000
heartrate,smartwatch,1454957316647357761,72.000
heartrate,smartwatch,1454957317885550052,71.000
heartrate,smartwatch,1454957318390548073,71.000
heartrate,smartwatch,1454957319126518854,72.000
heartrate,smartwatch,1454957321616550000,71.000
heartrate,smartwatch,1454957324119501198,70.000
heartrate,smartwatch,1454957326420564896,70.000
heartrate,smartwatch,1454957326830573334,70.000
heartrate,smartwatch,1454957327126479271,70.000
heartrate,smartwatch,1454957328278535677,69.000
heartrate,smartwatch,1454957329141545573,69.000
heartrate,smartwatch,1454957329432516094,69.000
heartrate,smartwatch,1454957329582547344,69.000
heartrate,smartwatch,1454957329722545833,69.000
heartrate,smartwatch,1454957331214573594,69.000
heartrate,smartwatch,1454957331466535260,69.000
heartrate,smartwatch,1454957331963536823,69.000
heartrate,smartwatch,1454957332335549531,68.000
heartrate,smartwatch,1454957333849498385,68.000
heartrate,smartwatch,1454957334100536354,68.000
heartrate,smartwatch,1454957334841536250,68.000
heartrate,smartwatch,1454957336382474844,66.000
heartrate,smartwatch,1454957337635481406,66.000
heartrate,smartwatch,1454957337885537291,67.000
heartrate,smartwatch,1454957338891427240,66.000
heartrate,smartwatch,1454957339016518646,67.000
heartrate,smartwatch,1454957339263573750,66.000
heartrate,smartwatch,1454957339394576823,67.000
heartrate,smartwatch,1454957339669523489,67.000
heartrate,smartwatch,1454957339956526250,68.000
heartrate,smartwatch,1454957340574531979,69.000
heartrate,smartwatch,1454957340975549115,70.000
heartrate,smartwatch,1454957341390446822,71.000
heartrate,smartwatch,1454957341681398698,72.000
heartrate,smartwatch,1454957342112527396,73.000
heartrate,smartwatch,1454957342963549739,73.000
heartrate,smartwatch,1454957343547470730,72.000
heartrate,smartwatch,1454957343692469322,72.000
heartrate,smartwatch,1454957345166473698,73.000
heartrate,smartwatch,1454957347393420885,72.000
heartrate,smartwatch,1454957347515534479,71.000
heartrate,smartwatch,1454957348183552083,70.000
heartrate,smartwatch,1454957349291527344,70.000
heartrate,smartwatch,1454957350289547343,70.000
heartrate,smartwatch,1454957351288576875,71.000
heartrate,smartwatch,1454957351734529479,70.000
heartrate,smartwatch,1454957352865548125,70.000
heartrate,smartwatch,1454957353147519114,69.000
heartrate,smartwatch,1454957353968462657,69.000
heartrate,smartwatch,1454957354599519479,70.000
heartrate,smartwatch,1454957355135571198,71.000
heartrate,smartwatch,1454957355963490104,72.000
heartrate,smartwatch,1454957356946417447,72.000
heartrate,smartwatch,1454957357567467031,72.000
heartrate,smartwatch,1454957357688544791,72.000
heartrate,smartwatch,1454957358308577500,72.000
heartrate,smartwatch,1454957358428547917,72.000
heartrate,smartwatch,1454957358794517969,71.000
heartrate,smartwatch,1454957359798496822,71.000
heartrate,smartwatch,1454957360046501250,70.000
heartrate,smartwatch,1454957360802548021,69.000
heartrate,smartwatch,1454957361312537552,68.000
heartrate,smartwatch,1454957361434575209,67.000
heartrate,smartwatch,1454957361561536979,66.000
heartrate,smartwatch,1454957362076516563,65.000
heartrate,smartwatch,1454957362201498541,64.000
heartrate,smartwatch,1454957362326548333,63.000
heartrate,smartwatch,1454957362444575000,64.000
heartrate,smartwatch,1454957362696498906,63.000
heartrate,smartwatch,1454957362823552240,62.000
heartrate,smartwatch,1454957362948550573,63.000
