sensor_type,device_type,timestamps,cid,lac,mcc,mnc
gsm,smartphone,1454960888018000000,108762378.000,37127.000,310,410
gsm,smartphone,1454960899032000000,108762378.000,37127.000,310,410
gsm,smartphone,1454960910036000000,108762378.000,37127.000,310,410
gsm,smartphone,1454960921024000000,107884559.000,37127.000,310,410
gsm,smartphone,1454960932014000000,107884559.000,37127.000,310,410
gsm,smartphone,1454960943013000000,107884559.000,37127.000,310,410
gsm,smartphone,1454960954019000000,107884559.000,37127.000,310,410
gsm,smartphone,1454960965025000000,107884559.000,37127.000,310,410
gsm,smartphone,1454960976032000000,107884559.000,37127.000,310,410
gsm,smartphone,1454960987013000000,107884559.000,37127.000,310,410
gsm,smartphone,1454960998016000000,107884559.000,37127.000,310,410
gsm,smartphone,1454961009018000000,107884559.000,37127.000,310,410
gsm,smartphone,1454961020018000000,107884559.000,37127.000,310,410
gsm,smartphone,1454961031007000000,107884559.000,37127.000,310,410
gsm,smartphone,1454961042021000000,107884559.000,37127.000,310,410
gsm,smartphone,1454961053007000000,107884559.000,37127.000,310,410
gsm,smartphone,1454961064005000000,107884559.000,37127.000,310,410
gsm,smartphone,1454961075052000000,107884559.000,37127.000,310,410
gsm,smartphone,1454961086006000000,107884559.000,37127.000,310,410
gsm,smartphone,1454961097018000000,107884559.000,37127.000,310,410
gsm,smartphone,1454961108016000000,107884559.000,37127.000,310,410
gsm,smartphone,1454961119010000000,107884559.000,37127.000,310,410
gsm,smartphone,1454961130019000000,107884559.000,37127.000,310,410
gsm,smartphone,1454961141017000000,107884559.000,37127.000,310,410
gsm,smartphone,1454961152010000000,107884559.000,37127.000,310,410
gsm,smartphone,1454961163017000000,107884559.000,37127.000,310,410
gsm,smartphone,1454961174019000000,107884559.000,37127.000,310,410
gsm,smartphone,1454961185016000000,107884559.000,37127.000,310,410
gsm,smartphone,1454961196003000000,107884559.000,37127.000,310,410
gsm,smartphone,1454961207005000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961218027000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961229009000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961240005000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961251019000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961262032000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961273015000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961284014000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961295030000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961306010000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961317015000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961328036000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961339030000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961350018000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961361016000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961372014000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961383017000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961394011000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961405035000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961416020000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961427019000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961438024000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961449017000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961460018000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961471021000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961482015000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961493032000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961504030000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961515013000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961526014000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961537008000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961548016000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961559011000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961570029000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961581025000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961592019000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961603013000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961614019000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961625023000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961636004000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961647019000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961658019000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961669017000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961680008000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961691019000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961702019000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961713040000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961724016000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961735074000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961746016000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961757022000000,108762376.000,37127.000,310,410
gsm,smartphone,1454961768006000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961779025000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961790017000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961801024000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961812019000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961823017000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961834018000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961845028000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961856007000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961867019000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961878034000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961889017000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961900031000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961911019000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961922019000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961933016000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961944021000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961955020000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961966012000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961977008000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961988007000000,108762378.000,37127.000,310,410
gsm,smartphone,1454961999023000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962010004000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962021009000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962032020000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962043020000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962054023000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962065036000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962076005000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962087021000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962098021000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962109045000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962120021000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962131017000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962142021000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962153021000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962164021000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962175017000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962186008000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962197025000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962208018000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962219008000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962230035000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962241019000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962252018000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962263014000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962274017000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962285023000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962296004000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962307010000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962318021000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962329020000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962340039000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962351019000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962362018000000,108762378.000,37127.000,310,410
gsm,smartphone,1454962373006000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962384009000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962395044000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962406006000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962417020000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962428016000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962439017000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962450019000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962461017000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962472020000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962483019000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962494020000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962505010000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962516014000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962527022000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962538021000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962549016000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962560098000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962571025000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962582016000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962593014000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962604022000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962615031000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962626027000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962637015000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962648029000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962659006000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962670008000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962681018000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962692022000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962703008000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962714019000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962725036000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962736020000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962747018000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962758013000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962769018000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962780014000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962791007000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962802010000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962813033000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962824024000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962835016000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962846015000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962857004000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962868019000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962879013000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962890030000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962901016000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962912019000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962923013000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962934005000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962945019000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962956006000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962967011000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962978019000000,108762376.000,37127.000,310,410
gsm,smartphone,1454962989037000000,108762376.000,37127.000,310,410
gsm,smartphone,1454963000022000000,108762376.000,37127.000,310,410
gsm,smartphone,1454963011009000000,108762376.000,37127.000,310,410
gsm,smartphone,1454963022004000000,108762376.000,37127.000,310,410
gsm,smartphone,1454963033019000000,108762376.000,37127.000,310,410
gsm,smartphone,1454963044009000000,108762376.000,37127.000,310,410
gsm,smartphone,1454963055091000000,108762376.000,37127.000,310,410
gsm,smartphone,1454963066033000000,108762376.000,37127.000,310,410
gsm,smartphone,1454963077020000000,108762376.000,37127.000,310,410
gsm,smartphone,1454963088023000000,108762376.000,37127.000,310,410
gsm,smartphone,1454963099025000000,108762376.000,37127.000,310,410
gsm,smartphone,1454963110032000000,108762376.000,37127.000,310,410
gsm,smartphone,1454963121027000000,108762376.000,37127.000,310,410
gsm,smartphone,1454963132010000000,108762376.000,37127.000,310,410
gsm,smartphone,1454963143009000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963154004000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963165026000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963176010000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963187004000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963198024000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963209030000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963220041000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963231008000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963242021000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963253017000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963264021000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963275016000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963286004000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963297008000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963308034000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963319021000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963330011000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963341012000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963352009000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963363013000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963374011000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963385044000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963396005000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963407018000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963418022000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963429023000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963440016000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963451023000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963462004000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963473014000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963484031000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963495010000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963506011000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963517005000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963528025000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963539013000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963550015000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963561006000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963572003000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963583010000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963594007000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963605022000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963616006000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963627015000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963638021000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963649003000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963660009000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963671020000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963682021000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963693019000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963704025000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963715010000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963726013000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963737018000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963748022000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963759005000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963770088000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963781004000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963792036000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963803022000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963814016000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963825015000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963836007000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963847019000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963858026000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963869090000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963880013000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963891006000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963902034000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963913009000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963924026000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963935022000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963946060000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963957003000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963968012000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963979022000000,108762377.000,37127.000,310,410
gsm,smartphone,1454963990025000000,108762377.000,37127.000,310,410
gsm,smartphone,1454964001016000000,108762377.000,37127.000,310,410
gsm,smartphone,1454964012010000000,108762377.000,37127.000,310,410
gsm,smartphone,1454964023022000000,108762377.000,37127.000,310,410
gsm,smartphone,1454964034006000000,108762377.000,37127.000,310,410
gsm,smartphone,1454964045031000000,108762377.000,37127.000,310,410
gsm,smartphone,1454964056016000000,108762377.000,37127.000,310,410
gsm,smartphone,1454964067007000000,108762377.000,37127.000,310,410
gsm,smartphone,1454964078009000000,108762377.000,37127.000,310,410
gsm,smartphone,1454964089020000000,108762377.000,37127.000,310,410
