sensor_type,device_type,timestamps,lux
light,smartphone,1454956584421675365,756.000
light,smartphone,1454956584602704167,756.000
light,smartphone,1454956584778022448,755.000
light,smartphone,1454956584956469531,758.000
light,smartphone,1454956585312537552,755.000
light,smartphone,1454956585490865938,756.000
light,smartphone,1454956585669536094,756.000
light,smartphone,1454956585845645469,757.000
light,smartphone,1454956586202160208,756.000
light,smartphone,1454956586379465937,757.000
light,smartphone,1454956586562544166,755.000
light,smartphone,1454956586734584687,755.000
light,smartphone,1454956586913229219,756.000
light,smartphone,1454956587269130521,755.000
light,smartphone,1454956587447785052,755.000
light,smartphone,1454956587625329062,757.000
light,smartphone,1454956587802531302,757.000
light,smartphone,1454956587982404583,755.000
light,smartphone,1454956588337134375,755.000
light,smartphone,1454956588514689323,757.000
light,smartphone,1454956588691624635,756.000
light,smartphone,1454956588869579271,755.000
light,smartphone,1454956589225691459,756.000
light,smartphone,1454956589403635052,757.000
light,smartphone,1454956589582517604,755.000
light,smartphone,1454956589767672656,757.000
light,smartphone,1454956589938559844,757.000
light,smartphone,1454956590294550052,756.000
light,smartphone,1454956590471961510,756.000
light,smartphone,1454956590649578437,756.000
light,smartphone,1454956590827531406,757.000
light,smartphone,1454956591005011927,756.000
light,smartphone,1454956591182966875,757.000
light,smartphone,1454956591360542656,755.000
light,smartphone,1454956591538640886,756.000
light,smartphone,1454956591717840157,755.000
light,smartphone,1454956591894620573,755.000
light,smartphone,1454956592250108959,756.000
light,smartphone,1454956592428743750,755.000
light,smartphone,1454956592607438802,755.000
light,smartphone,1454956592783731615,756.000
light,smartphone,1454956592962758125,757.000
light,smartphone,1454956593318071979,757.000
light,smartphone,1454956593496770781,757.000
light,smartphone,1454956593674361875,755.000
light,smartphone,1454956593851454271,757.000
light,smartphone,1454956594207777448,757.000
light,smartphone,1454956594386204688,755.000
light,smartphone,1454956594564571562,756.000
light,smartphone,1454956594742173229,757.000
light,smartphone,1454956594919525209,755.000
light,smartphone,1454956595275619895,757.000
light,smartphone,1454956595453456457,755.000
light,smartphone,1454956595632394844,757.000
light,smartphone,1454956595809430001,756.000
light,smartphone,1454956595986543801,757.000
light,smartphone,1454956596342686042,756.000
light,smartphone,1454956596520707343,755.000
light,smartphone,1454956596698747240,755.000
light,smartphone,1454956596875800156,756.000
light,smartphone,1454956597233018386,755.000
light,smartphone,1454956597411556250,757.000
light,smartphone,1454956597589590729,756.000
light,smartphone,1454956597766529063,756.000
light,smartphone,1454956597943709167,755.000
light,smartphone,1454956598300880521,757.000
light,smartphone,1454956598478130573,755.000
light,smartphone,1454956598656845990,753.000
light,smartphone,1454956598833726511,758.000
light,smartphone,1454956599013129636,755.000
light,smartphone,1454956599192769531,758.000
light,smartphone,1454956599368346927,756.000
light,smartphone,1454956599546350573,756.000
light,smartphone,1454956599723320729,758.000
light,smartphone,1454956599900560261,757.000
light,smartphone,1454956600256525677,747.000
light,smartphone,1454956600435320572,760.000
light,smartphone,1454956600613867396,748.000
light,smartphone,1454956600790941927,738.000
light,smartphone,1454956600969506667,712.000
light,smartphone,1454956601326184999,290.000
light,smartphone,1454956601502793073,140.000
light,smartphone,1454956601680837760,145.000
light,smartphone,1454956601859323125,491.000
light,smartphone,1454956602213671198,799.000
light,smartphone,1454956602392549792,794.000
light,smartphone,1454956602570885521,800.000
light,smartphone,1454956602748177344,806.000
light,smartphone,1454956602926729218,802.000
light,smartphone,1454956603282390678,802.000
light,smartphone,1454956603460859844,803.000
light,smartphone,1454956603638570104,804.000
light,smartphone,1454956603816782812,804.000
light,smartphone,1454956603993574896,804.000
light,smartphone,1454956604350535209,804.000
light,smartphone,1454956604526671823,804.000
light,smartphone,1454956604706386874,803.000
light,smartphone,1454956604883051979,803.000
light,smartphone,1454956605238656094,803.000
light,smartphone,1454956605418421407,803.000
light,smartphone,1454956605594435417,803.000
light,smartphone,1454956605772488906,805.000
light,smartphone,1454956605950635885,805.000
light,smartphone,1454956606305699270,805.000
light,smartphone,1454956606484655469,805.000
light,smartphone,1454956606662314219,806.000
light,smartphone,1454956606839732344,806.000
light,smartphone,1454956607019068750,806.000
light,smartphone,1454956607195550000,806.000
light,smartphone,1454956607373545782,805.000
light,smartphone,1454956607551734010,805.000
light,smartphone,1454956607730225104,805.000
light,smartphone,1454956607907545000,806.000
light,smartphone,1454956608263288126,805.000
light,smartphone,1454956608441524167,806.000
light,smartphone,1454956608619483073,806.000
light,smartphone,1454956608797602083,806.000
light,smartphone,1454956608974650573,805.000
light,smartphone,1454956609332342396,805.000
light,smartphone,1454956609509035573,806.000
light,smartphone,1454956609686575208,806.000
light,smartphone,1454956609865135416,806.000
light,smartphone,1454956610222265104,806.000
light,smartphone,1454956610399854844,806.000
light,smartphone,1454956610577303072,806.000
light,smartphone,1454956610755351510,806.000
light,smartphone,1454956610933161979,805.000
light,smartphone,1454956611288602292,805.000
light,smartphone,1454956611466258177,805.000
light,smartphone,1454956611644542604,805.000
light,smartphone,1454956611822039375,806.000
light,smartphone,1454956611999565781,806.000
light,smartphone,1454956612356673437,805.000
light,smartphone,1454956612535130105,806.000
light,smartphone,1454956612712528178,806.000
light,smartphone,1454956612890853906,805.000
light,smartphone,1454956613245338437,806.000
light,smartphone,1454956613424537083,805.000
light,smartphone,1454956613600579792,806.000
light,smartphone,1454956613779432032,805.000
light,smartphone,1454956613957847813,805.000
light,smartphone,1454956614313167448,805.000
light,smartphone,1454956614491498021,806.000
light,smartphone,1454956614668865990,806.000
light,smartphone,1454956614847850469,806.000
light,smartphone,1454956615024481302,806.000
light,smartphone,1454956615203849167,805.000
light,smartphone,1454956615379665313,806.000
light,smartphone,1454956615557840677,806.000
light,smartphone,1454956615735798385,805.000
light,smartphone,1454956615913717917,805.000
light,smartphone,1454956616270025886,806.000
light,smartphone,1454956616447449376,805.000
light,smartphone,1454956616625632135,806.000
light,smartphone,1454956616803698437,806.000
light,smartphone,1454956616982169219,805.000
light,smartphone,1454956617337300781,806.000
light,smartphone,1454956617516699427,805.000
light,smartphone,1454956617693300261,806.000
light,smartphone,1454956617871843334,806.000
light,smartphone,1454956618228608073,806.000
light,smartphone,1454956618405395832,806.000
light,smartphone,1454956618582516145,806.000
light,smartphone,1454956618760759740,806.000
light,smartphone,1454956618939544739,806.000
light,smartphone,1454956619294842084,806.000
light,smartphone,1454956619473647500,806.000
light,smartphone,1454956619650782396,806.000
light,smartphone,1454956619829532344,806.000
light,smartphone,1454956620184809323,806.000
light,smartphone,1454956620361566198,806.000
light,smartphone,1454956620540972292,806.000
light,smartphone,1454956620718332604,806.000
light,smartphone,1454956620895424688,806.000
light,smartphone,1454956621252472083,806.000
light,smartphone,1454956621429824479,806.000
light,smartphone,1454956621607108594,806.000
light,smartphone,1454956621786051979,806.000
light,smartphone,1454956621963190677,806.000
light,smartphone,1454956622324840313,805.000
light,smartphone,1454956622497162031,806.000
light,smartphone,1454956622674618594,806.000
light,smartphone,1454956622853137083,806.000
light,smartphone,1454956623031491875,806.000
light,smartphone,1454956623209181407,806.000
light,smartphone,1454956623386211614,806.000
light,smartphone,1454956623565083907,805.000
light,smartphone,1454956623743230468,806.000
light,smartphone,1454956623920137709,806.000
light,smartphone,1454956624277277812,806.000
light,smartphone,1454956624455161927,806.000
light,smartphone,1454956624632143178,806.000
light,smartphone,1454956624810867292,806.000
light,smartphone,1454956624988350521,806.000
light,smartphone,1454956625344159531,806.000
light,smartphone,1454956625521517708,806.000
light,smartphone,1454956625699504271,806.000
light,smartphone,1454956625877453073,806.000
light,smartphone,1454956626233483594,805.000
light,smartphone,1454956626411890156,806.000
light,smartphone,1454956626608132344,806.000
light,smartphone,1454956626767536823,805.000
light,smartphone,1454956626945885989,806.000
light,smartphone,1454956627301332552,806.000
light,smartphone,1454956627480030886,806.000
light,smartphone,1454956627656978229,806.000
light,smartphone,1454956627835075469,805.000
light,smartphone,1454956628191213646,806.000
light,smartphone,1454956628370662657,805.000
light,smartphone,1454956628547525469,806.000
light,smartphone,1454956628725436876,806.000
light,smartphone,1454956628902702656,806.000
light,smartphone,1454956629258090886,806.000
light,smartphone,1454956629437513750,806.000
light,smartphone,1454956629614119011,806.000
light,smartphone,1454956629792506094,806.000
light,smartphone,1454956629970319948,805.000
light,smartphone,1454956630326599791,806.000
light,smartphone,1454956630503865937,806.000
light,smartphone,1454956630681616875,806.000
light,smartphone,1454956630859656406,806.000
light,smartphone,1454956631037722395,806.000
light,smartphone,1454956631214656666,805.000
light,smartphone,1454956631393521614,805.000
light,smartphone,1454956631571742916,806.000
light,smartphone,1454956631749393907,806.000
light,smartphone,1454956631927459218,805.000
light,smartphone,1454956632282958333,806.000
light,smartphone,1454956632460593333,805.000
light,smartphone,1454956632641069584,806.000
light,smartphone,1454956632818791355,806.000
light,smartphone,1454956632994520886,806.000
light,smartphone,1454956633349937188,806.000
light,smartphone,1454956633538675417,806.000
light,smartphone,1454956633706362343,805.000
light,smartphone,1454956633884510000,806.000
light,smartphone,1454956634240857188,805.000
light,smartphone,1454956634418507968,806.000
light,smartphone,1454956634595966666,806.000
light,smartphone,1454956634773650989,806.000
light,smartphone,1454956634951868645,805.000
light,smartphone,1454956635308230573,806.000
light,smartphone,1454956635485393073,806.000
light,smartphone,1454956635663521198,806.000
light,smartphone,1454956635840638021,806.000
light,smartphone,1454956636197310051,806.000
light,smartphone,1454956636374618490,806.000
light,smartphone,1454956636553197708,806.000
light,smartphone,1454956636730377812,806.000
light,smartphone,1454956636910129322,806.000
light,smartphone,1454956637264641823,806.000
light,smartphone,1454956637456326927,806.000
light,smartphone,1454956637620947552,806.000
light,smartphone,1454956637798723542,806.000
light,smartphone,1454956637976751458,806.000
light,smartphone,1454956638332430625,806.000
light,smartphone,1454956638510361198,806.000
light,smartphone,1454956638688321771,806.000
light,smartphone,1454956638866315364,806.000
light,smartphone,1454956639043578125,806.000
light,smartphone,1454956639221386667,806.000
light,smartphone,1454956639399861771,806.000
light,smartphone,1454956639577807135,806.000
light,smartphone,1454956639756985573,806.000
light,smartphone,1454956639933456041,806.000
light,smartphone,1454956640290254792,806.000
light,smartphone,1454956640467282604,806.000
light,smartphone,1454956640646385624,806.000
light,smartphone,1454956640823559062,806.000
light,smartphone,1454956641179516355,806.000
light,smartphone,1454956641357265103,806.000
light,smartphone,1454956641534208750,806.000
light,smartphone,1454956641712738073,806.000
light,smartphone,1454956641891836145,806.000
light,smartphone,1454956642246420052,806.000
light,smartphone,1454956642424544844,806.000
light,smartphone,1454956642603421355,806.000
light,smartphone,1454956642780219948,806.000
light,smartphone,1454956642958536406,806.000
light,smartphone,1454956643313540208,806.000
light,smartphone,1454956643492786667,806.000
light,smartphone,1454956643671930938,806.000
light,smartphone,1454956643848820833,806.000
light,smartphone,1454956644203860000,806.000
light,smartphone,1454956644380688750,805.000
light,smartphone,1454956644560423438,806.000
light,smartphone,1454956644737651250,806.000
light,smartphone,1454956644915817917,806.000
light,smartphone,1454956645271307552,806.000
light,smartphone,1454956645449814635,806.000
light,smartphone,1454956645626578906,806.000
light,smartphone,1454956645804530469,806.000
light,smartphone,1454956645982606354,806.000
light,smartphone,1454956646339382396,806.000
light,smartphone,1454956646517521458,806.000
light,smartphone,1454956646694857917,806.000
light,smartphone,1454956646873476719,806.000
light,smartphone,1454956647050516042,806.000
light,smartphone,1454956647229520104,806.000
light,smartphone,1454956647406527032,805.000
light,smartphone,1454956647584378334,806.000
light,smartphone,1454956647763039115,806.000
light,smartphone,1454956647940563073,805.000
light,smartphone,1454956648296281615,806.000
light,smartphone,1454956648474848021,806.000
light,smartphone,1454956648652538907,806.000
light,smartphone,1454956648829838958,806.000
light,smartphone,1454956649186346718,806.000
light,smartphone,1454956649364948645,806.000
light,smartphone,1454956649542518386,806.000
light,smartphone,1454956649719958438,805.000
light,smartphone,1454956649897149219,806.000
light,smartphone,1454956650254133959,806.000
light,smartphone,1454956650430961147,806.000
light,smartphone,1454956650611946354,806.000
light,smartphone,1454956650786829374,806.000
light,smartphone,1454956650964189635,806.000
light,smartphone,1454956651320284010,806.000
light,smartphone,1454956651498267448,806.000
light,smartphone,1454956651676107760,806.000
light,smartphone,1454956651854037865,806.000
light,smartphone,1454956652210150156,806.000
light,smartphone,1454956652388254219,806.000
light,smartphone,1454956652565874323,806.000
light,smartphone,1454956652743840573,806.000
light,smartphone,1454956652921531980,806.000
light,smartphone,1454956653277287604,805.000
light,smartphone,1454956653467785156,806.000
light,smartphone,1454956653633177032,806.000
light,smartphone,1454956653811173073,806.000
light,smartphone,1454956653989205989,806.000
light,smartphone,1454956654345209062,806.000
light,smartphone,1454956654523175417,806.000
light,smartphone,1454956654700963125,806.000
light,smartphone,1454956654879152969,806.000
light,smartphone,1454956655056544271,806.000
light,smartphone,1454956655234592968,806.000
light,smartphone,1454956655413840625,806.000
light,smartphone,1454956655590296562,805.000
light,smartphone,1454956655768237760,806.000
light,smartphone,1454956655946847656,806.000
light,smartphone,1454956656302537708,805.000
light,smartphone,1454956656481555364,806.000
light,smartphone,1454956656658785469,805.000
light,smartphone,1454956656836334010,805.000
light,smartphone,1454956657192522604,806.000
light,smartphone,1454956657371428022,805.000
light,smartphone,1454956657547625365,806.000
light,smartphone,1454956657725166771,806.000
light,smartphone,1454956657903549375,806.000
light,smartphone,1454956658259822969,806.000
light,smartphone,1454956658437894948,806.000
light,smartphone,1454956658615878490,806.000
light,smartphone,1454956658793524843,806.000
light,smartphone,1454956658971564688,806.000
light,smartphone,1454956659328261614,806.000
light,smartphone,1454956659505178228,806.000
light,smartphone,1454956659682911146,806.000
light,smartphone,1454956659860622917,806.000
light,smartphone,1454956660216564375,805.000
light,smartphone,1454956660394332553,806.000
light,smartphone,1454956660573026146,806.000
light,smartphone,1454956660750369271,805.000
light,smartphone,1454956660931718073,805.000
light,smartphone,1454956661284515052,806.000
light,smartphone,1454956661462652188,806.000
light,smartphone,1454956661639651511,806.000
light,smartphone,1454956661818724480,806.000
light,smartphone,1454956661996518020,806.000
light,smartphone,1454956662350764687,806.000
light,smartphone,1454956662530523646,806.000
light,smartphone,1454956662708399688,806.000
light,smartphone,1454956662885384896,806.000
light,smartphone,1454956663062425260,806.000
light,smartphone,1454956663241560105,805.000
light,smartphone,1454956663418636198,806.000
light,smartphone,1454956663596838125,806.000
light,smartphone,1454956663774910156,805.000
light,smartphone,1454956663952346041,806.000
light,smartphone,1454956664308827812,806.000
light,smartphone,1454956664486509582,806.000
light,smartphone,1454956664664079011,806.000
light,smartphone,1454956664843820573,805.000
light,smartphone,1454956665198232187,806.000
light,smartphone,1454956665378423073,806.000
light,smartphone,1454956665553347240,806.000
light,smartphone,1454956665731605313,806.000
light,smartphone,1454956665910003177,806.000
light,smartphone,1454956666264636979,806.000
light,smartphone,1454956666443167344,805.000
light,smartphone,1454956666622072136,806.000
light,smartphone,1454956666798603750,806.000
light,smartphone,1454956666977517240,806.000
light,smartphone,1454956667336906875,806.000
light,smartphone,1454956667510952083,806.000
light,smartphone,1454956667689334948,806.000
light,smartphone,1454956667866792395,806.000
light,smartphone,1454956668221472031,806.000
light,smartphone,1454956668401160521,806.000
light,smartphone,1454956668578478281,806.000
light,smartphone,1454956668755862707,806.000
light,smartphone,1454956668934321041,806.000
light,smartphone,1454956669289784740,806.000
light,smartphone,1454956669468184167,805.000
light,smartphone,1454956669645606718,806.000
light,smartphone,1454956669824122448,806.000
light,smartphone,1454956670179914844,806.000
light,smartphone,1454956670358537552,806.000
light,smartphone,1454956670536081093,806.000
light,smartphone,1454956670713604114,805.000
light,smartphone,1454956670891163698,806.000
light,smartphone,1454956671068422396,806.000
light,smartphone,1454956671247784010,806.000
light,smartphone,1454956671424647188,805.000
light,smartphone,1454956671603787761,806.000
light,smartphone,1454956671781261667,806.000
light,smartphone,1454956671959550573,806.000
light,smartphone,1454956672315491614,805.000
light,smartphone,1454956672493515469,805.000
light,smartphone,1454956672671521458,806.000
light,smartphone,1454956672849517865,806.000
light,smartphone,1454956673206027343,805.000
light,smartphone,1454956673382483958,806.000
light,smartphone,1454956673560601510,805.000
light,smartphone,1454956673738893646,805.000
light,smartphone,1454956673916748281,806.000
light,smartphone,1454956674272807500,805.000
light,smartphone,1454956674449848906,806.000
light,smartphone,1454956674628570625,806.000
light,smartphone,1454956674805732291,805.000
light,smartphone,1454956674983843386,806.000
light,smartphone,1454956675339796407,806.000
light,smartphone,1454956675517541823,806.000
light,smartphone,1454956675695357917,806.000
light,smartphone,1454956675872895104,806.000
light,smartphone,1454956676229148645,806.000
light,smartphone,1454956676407915260,806.000
light,smartphone,1454956676585744999,805.000
light,smartphone,1454956676762946511,806.000
light,smartphone,1454956676940600521,806.000
light,smartphone,1454956677296846250,806.000
light,smartphone,1454956677474598177,806.000
light,smartphone,1454956677652809166,806.000
light,smartphone,1454956677830927136,805.000
light,smartphone,1454956678187182916,806.000
light,smartphone,1454956678364864948,806.000
light,smartphone,1454956678543315625,805.000
light,smartphone,1454956678720847812,806.000
light,smartphone,1454956678899592969,805.000
light,smartphone,1454956679075697187,806.000
light,smartphone,1454956679253246094,806.000
light,smartphone,1454956679431745052,806.000
light,smartphone,1454956679610506511,806.000
light,smartphone,1454956679787539531,806.000
light,smartphone,1454956679965366145,806.000
light,smartphone,1454956680321067813,806.000
light,smartphone,1454956680499912448,806.000
light,smartphone,1454956680677196615,805.000
light,smartphone,1454956680854433386,806.000
light,smartphone,1454956681210884323,806.000
light,smartphone,1454956681388358906,806.000
light,smartphone,1454956681566926354,806.000
light,smartphone,1454956681744937656,806.000
light,smartphone,1454956681922552500,806.000
light,smartphone,1454956682278632865,806.000
light,smartphone,1454956682456924999,806.000
light,smartphone,1454956682633560000,806.000
light,smartphone,1454956682812406510,806.000
light,smartphone,1454956682990227605,806.000
light,smartphone,1454956683345744322,806.000
light,smartphone,1454956683523738281,806.000
light,smartphone,1454956683701953906,806.000
light,smartphone,1454956683879523386,806.000
light,smartphone,1454956684235715052,805.000
light,smartphone,1454956684412999896,806.000
light,smartphone,1454956684591141354,805.000
light,smartphone,1454956684769648750,805.000
light,smartphone,1454956684946586718,805.000
light,smartphone,1454956685305124218,805.000
light,smartphone,1454956685480503802,805.000
light,smartphone,1454956685658736198,805.000
light,smartphone,1454956685836746198,805.000
light,smartphone,1454956686193837500,806.000
light,smartphone,1454956686371540990,806.000
light,smartphone,1454956686549493907,805.000
light,smartphone,1454956686726548489,806.000
light,smartphone,1454956686904994896,805.000
light,smartphone,1454956687082348177,805.000
light,smartphone,1454956687259739427,805.000
light,smartphone,1454956687438057917,805.000
light,smartphone,1454956687615650469,805.000
light,smartphone,1454956687794269219,806.000
light,smartphone,1454956687972177917,806.000
light,smartphone,1454956688328890261,805.000
light,smartphone,1454956688506405989,806.000
light,smartphone,1454956688684557864,805.000
light,smartphone,1454956688864098177,805.000
light,smartphone,1454956689217520989,806.000
light,smartphone,1454956689395387811,805.000
light,smartphone,1454956689572598854,806.000
light,smartphone,1454956689752308282,806.000
light,smartphone,1454956689929168125,806.000
light,smartphone,1454956690284999792,805.000
light,smartphone,1454956690463839688,806.000
light,smartphone,1454956690641533073,806.000
light,smartphone,1454956690818848906,805.000
light,smartphone,1454956690997553073,805.000
light,smartphone,1454956691351572657,806.000
light,smartphone,1454956691530876094,806.000
light,smartphone,1454956691708561042,805.000
light,smartphone,1454956691888469689,805.000
light,smartphone,1454956692242500261,806.000
light,smartphone,1454956692421479687,806.000
light,smartphone,1454956692597465365,806.000
light,smartphone,1454956692776398125,806.000
light,smartphone,1454956692954436458,806.000
light,smartphone,1454956693310841667,806.000
light,smartphone,1454956693487778958,805.000
light,smartphone,1454956693664600260,806.000
light,smartphone,1454956693843515990,806.000
light,smartphone,1454956694378316615,806.000
light,smartphone,1454956694555311926,806.000
light,smartphone,1454956694733865729,805.000
light,smartphone,1454956694911151667,806.000
light,smartphone,1454956695088353125,805.000
light,smartphone,1454956695267149219,805.000
light,smartphone,1454956695444530207,806.000
light,smartphone,1454956695622225729,806.000
light,smartphone,1454956695800797969,805.000
light,smartphone,1454956695978480781,806.000
light,smartphone,1454956696334008333,806.000
light,smartphone,1454956696512177135,805.000
light,smartphone,1454956696690158281,806.000
light,smartphone,1454956696868188750,806.000
light,smartphone,1454956697223734479,805.000
light,smartphone,1454956697401438178,806.000
light,smartphone,1454956697579366042,805.000
light,smartphone,1454956697757892657,806.000
light,smartphone,1454956697935558698,806.000
light,smartphone,1454956698290690990,806.000
light,smartphone,1454956698469316146,806.000
light,smartphone,1454956698654969687,806.000
light,smartphone,1454956698824685313,805.000
light,smartphone,1454956699180833697,806.000
light,smartphone,1454956699358446459,805.000
light,smartphone,1454956699536312916,806.000
light,smartphone,1454956699714360833,805.000
light,smartphone,1454956699892373801,806.000
light,smartphone,1454956700249680730,806.000
light,smartphone,1454956700426700157,806.000
light,smartphone,1454956700605130729,806.000
light,smartphone,1454956700782943073,805.000
light,smartphone,1454956700960992760,806.000
light,smartphone,1454956701316418229,806.000
light,smartphone,1454956701494855625,806.000
light,smartphone,1454956701671562344,806.000
light,smartphone,1454956701850844635,805.000
light,smartphone,1454956702206201146,806.000
light,smartphone,1454956702383617083,806.000
light,smartphone,1454956702561626771,806.000
light,smartphone,1454956702740499896,805.000
light,smartphone,1454956702917430833,806.000
light,smartphone,1454956703096451719,806.000
light,smartphone,1454956703274579062,806.000
light,smartphone,1454956703450598593,806.000
light,smartphone,1454956703629521979,806.000
light,smartphone,1454956703807477552,806.000
light,smartphone,1454956703985627291,806.000
light,smartphone,1454956704340856250,806.000
light,smartphone,1454956704518859219,806.000
light,smartphone,1454956704696814323,805.000
light,smartphone,1454956704874562552,806.000
light,smartphone,1454956705230291510,806.000
light,smartphone,1454956705408852656,806.000
light,smartphone,1454956705585660520,806.000
light,smartphone,1454956705763586302,806.000
light,smartphone,1454956705942607864,805.000
light,smartphone,1454956706298854272,806.000
light,smartphone,1454956706476599843,806.000
light,smartphone,1454956706654511770,805.000
light,smartphone,1454956706832454792,806.000
light,smartphone,1454956707188808750,806.000
light,smartphone,1454956707366330312,806.000
light,smartphone,1454956707542571823,806.000
light,smartphone,1454956707722852552,806.000
light,smartphone,1454956707900117344,806.000
light,smartphone,1454956708254581198,805.000
light,smartphone,1454956708432707396,806.000
light,smartphone,1454956708611499532,806.000
light,smartphone,1454956708789538281,805.000
light,smartphone,1454956708967080885,806.000
light,smartphone,1454956709321666927,805.000
light,smartphone,1454956709500543230,805.000
light,smartphone,1454956709677668281,806.000
light,smartphone,1454956709855638750,806.000
light,smartphone,1454956710214342916,806.000
light,smartphone,1454956710389651459,806.000
light,smartphone,1454956710568934532,806.000
light,smartphone,1454956710745380833,805.000
light,smartphone,1454956710924985157,806.000
light,smartphone,1454956711101821354,806.000
light,smartphone,1454956711279296458,805.000
light,smartphone,1454956711457252760,806.000
light,smartphone,1454956711635156771,806.000
light,smartphone,1454956711813192865,806.000
light,smartphone,1454956711991268750,805.000
light,smartphone,1454956712347711719,806.000
light,smartphone,1454956712525230677,805.000
light,smartphone,1454956712702469323,805.000
light,smartphone,1454956712881173698,806.000
light,smartphone,1454956713236454687,806.000
light,smartphone,1454956713415982292,806.000
light,smartphone,1454956713593173594,806.000
light,smartphone,1454956713770555989,806.000
light,smartphone,1454956713947938959,806.000
light,smartphone,1454956714306565989,806.000
light,smartphone,1454956714481636302,805.000
light,smartphone,1454956714660364063,806.000
light,smartphone,1454956714838283490,805.000
light,smartphone,1454956715193745312,806.000
light,smartphone,1454956715372074011,806.000
light,smartphone,1454956715549645469,806.000
light,smartphone,1454956715727392917,806.000
light,smartphone,1454956715906336927,806.000
light,smartphone,1454956716261818959,806.000
light,smartphone,1454956716439518021,806.000
light,smartphone,1454956716619532448,806.000
light,smartphone,1454956716795268176,806.000
light,smartphone,1454956716973561563,806.000
light,smartphone,1454956717328706718,805.000
light,smartphone,1454956717507652969,806.000
light,smartphone,1454956717686260781,806.000
light,smartphone,1454956717864345730,806.000
light,smartphone,1454956718218879375,806.000
light,smartphone,1454956718397514896,805.000
light,smartphone,1454956718574831928,806.000
light,smartphone,1454956718752558958,806.000
light,smartphone,1454956718929670886,806.000
light,smartphone,1454956719107365157,805.000
light,smartphone,1454956719286333385,805.000
light,smartphone,1454956719463364219,806.000
light,smartphone,1454956719642408126,805.000
light,smartphone,1454956719821382135,805.000
light,smartphone,1454956719998986198,805.000
light,smartphone,1454956720353635521,805.000
light,smartphone,1454956720532837553,806.000
light,smartphone,1454956720710852239,805.000
light,smartphone,1454956720886851614,805.000
light,smartphone,1454956721243594792,806.000
light,smartphone,1454956721421560678,805.000
light,smartphone,1454956721598634427,806.000
light,smartphone,1454956721777035261,806.000
light,smartphone,1454956721955548229,806.000
light,smartphone,1454956722310485834,806.000
light,smartphone,1454956722489539740,805.000
light,smartphone,1454956722667538438,805.000
light,smartphone,1454956722845546458,805.000
light,smartphone,1454956723201459583,805.000
light,smartphone,1454956723378870833,806.000
light,smartphone,1454956723556388228,806.000
light,smartphone,1454956723734581562,805.000
light,smartphone,1454956723912120364,806.000
light,smartphone,1454956724267833802,806.000
light,smartphone,1454956724446663333,806.000
light,smartphone,1454956724623782188,806.000
light,smartphone,1454956724802547292,806.000
light,smartphone,1454956724980169167,806.000
light,smartphone,1454956725336351822,805.000
light,smartphone,1454956725513024114,806.000
light,smartphone,1454956725690472292,806.000
light,smartphone,1454956725868514583,806.000
light,smartphone,1454956726224672240,806.000
light,smartphone,1454956726403337188,806.000
light,smartphone,1454956726581180521,806.000
light,smartphone,1454956726759217864,806.000
light,smartphone,1454956726937177969,806.000
light,smartphone,1454956727114625990,806.000
light,smartphone,1454956727292149011,806.000
light,smartphone,1454956727470044010,805.000
light,smartphone,1454956727648789480,806.000
light,smartphone,1454956727826108281,806.000
light,smartphone,1454956728182012396,806.000
light,smartphone,1454956728360207448,806.000
light,smartphone,1454956728538222813,806.000
light,smartphone,1454956728716225573,806.000
light,smartphone,1454956728894134792,806.000
light,smartphone,1454956729249572969,805.000
light,smartphone,1454956729427754636,806.000
light,smartphone,1454956729605824062,806.000
light,smartphone,1454956729783164895,806.000
light,smartphone,1454956729961145312,806.000
light,smartphone,1454956730317437187,806.000
light,smartphone,1454956730495388229,806.000
light,smartphone,1454956730673830886,806.000
light,smartphone,1454956730850345729,806.000
light,smartphone,1454956731207867709,806.000
light,smartphone,1454956731393631041,805.000
light,smartphone,1454956731563489792,806.000
light,smartphone,1454956731740866406,806.000
light,smartphone,1454956731918873958,806.000
light,smartphone,1454956732274870573,806.000
light,smartphone,1454956732452545677,806.000
light,smartphone,1454956732630586562,805.000
light,smartphone,1454956732808887448,806.000
light,smartphone,1454956732985612084,806.000
light,smartphone,1454956733342858750,806.000
light,smartphone,1454956733519613178,806.000
light,smartphone,1454956733698528073,806.000
light,smartphone,1454956733876438906,806.000
light,smartphone,1454956734231824375,806.000
light,smartphone,1454956734409166458,806.000
light,smartphone,1454956734588180886,806.000
light,smartphone,1454956734765967604,806.000
light,smartphone,1454956734942584479,806.000
light,smartphone,1454956735120788489,805.000
light,smartphone,1454956735298925886,806.000
light,smartphone,1454956735477414428,805.000
light,smartphone,1454956735655815833,805.000
light,smartphone,1454956735832861979,806.000
light,smartphone,1454956736188928854,805.000
light,smartphone,1454956736366104583,805.000
light,smartphone,1454956736544813646,806.000
light,smartphone,1454956736722916510,805.000
light,smartphone,1454956736899606875,806.000
light,smartphone,1454956737256245365,806.000
light,smartphone,1454956737434880730,806.000
light,smartphone,1454956737612310573,806.000
light,smartphone,1454956737789641146,805.000
light,smartphone,1454956737968506303,806.000
light,smartphone,1454956738323925364,805.000
light,smartphone,1454956738501856666,806.000
light,smartphone,1454956738679615000,806.000
light,smartphone,1454956738858505625,806.000
light,smartphone,1454956739214540052,806.000
light,smartphone,1454956739391882709,806.000
